"date_time" "user_location_region" "user_location_city" "user_location_latitude" "user_location_longitude" "orig_destination_distance" "user_id" "is_mobile" "is_package" "channel" "srch_ci" "srch_co" "srch_adults_cnt" "srch_children_cnt" "srch_rm_cnt" "srch_destination_id" "hotel_country" "is_booking" "hotel_id" "prop_is_branded" "prop_starrating" "distance_band" "hist_price_band" "popularity_band" "cnt"
"2015-12-02 19:57:00" "BC" "VANCOUVER" "49.2801065" "-123.1228845" "2015.8867" 195880594 0 0 231 "2016-01-12" "2016-01-19" 2 2 1 5580464 "MEXICO" 0 16181720 1 4 "M" "H" "H" 1
"2015-09-03 14:31:00" "CA" "LOS ANGELES" "34.059768" "-118.312427" "385.9147" -1420060105 0 0 541 "2015-09-13" "2015-09-15" 2 0 1 5581735 "UNITED STATES OF AMERICA" 0 179179 1 3 "C" "L" "H" 1
"2015-07-21 16:20:00" "GA" "CUMMING" "34.18016" "-84.13406499999999" "128.715" -1292359644 1 0 541 "2015-07-21" "2015-07-22" 1 0 1 187083976 "UNITED STATES OF AMERICA" 0 2641509 1 3 "M" "L" "H" 3
"2015-07-07 18:19:00" "ON" "TORONTO" "43.667179" "-79.390203" "218.9485" 1713670259 1 0 324 "2015-08-06" "2015-08-08" 2 0 1 5527299 "CANADA" 0 106329 0 3 "VC" "M" "VH" 1
"2015-03-27 17:34:00" "BC" "VANCOUVER" "49.2801065" "-123.1228845" "9.4526" -1680366277 0 0 510 "2015-07-04" "2015-07-06" 3 0 2 317160 "CANADA" 1 435332 1 4 "M" "M" "VH" 1
"2015-02-23 11:31:00" "HH" "HAMBURG" "53.55477" "10.00769" "5366.0067" 634477585 0 0 231 "2015-04-08" "2015-04-22" 2 0 1 18690054 "MEXICO" 0 74596787 0 5 "M" "VH" "VH" 1
"2015-03-19 20:57:00" "HI" "KIHEI" "20.730114999999998" "-156.45144" "5804.0428" -2021112382 1 0 510 "2016-02-07" "2016-02-10" 2 2 1 24803657 "PUERTO RICO" 0 17443203 0 3 "C" "L" "M" 1
"2015-02-28 11:18:00" "CA" "ROCKLIN" "38.7885" "-121.2258" "475.1741" -600931760 0 0 510 "2015-08-09" "2015-08-14" 2 2 1 5527547 "UNITED STATES OF AMERICA" 0 651774 1 4 "F" "L" "M" 1
"2015-03-30 07:57:00" "NJ" "WEST NEW YORK" "NULL" "NULL" "NULL" -707631136 0 0 510 "2015-03-30" "2015-03-31" 2 0 1 190311541 "PANAMA" 0 161793463 1 4 "M" "M" "VH" 1
"2015-04-10 11:50:00" "CO" "DENVER" "39.7478" "-104.9406725" "2183.485" -440786448 0 1 324 "2015-06-25" "2015-07-02" 2 0 1 187948163 "JAMAICA" 0 86880258 1 4 "VF" "M" "VH" 2
"2015-09-23 09:09:00" "QC" "LAVAL" "45.567611" "-73.747541" "6449.9833" -239760495 0 0 541 "2016-03-09" "2016-03-12" 1 0 1 187495439 "JAPAN" 1 190618224 0 2 "VC" "VL" "M" 1
"2015-04-01 16:45:00" "BC" "NANAIMO" "49.173115" "-123.94697" "2465.9391" 1569937866 0 1 293 "2015-08-28" "2015-08-31" 2 0 1 5527206 "UNITED STATES OF AMERICA" 0 739628 1 5 "C" "VH" "H" 1
"2015-06-24 18:22:00" "AZ" "PHOENIX" "33.488291" "-112.072892" "258.0282" 449932889 1 0 541 "2015-06-24" "2015-06-25" 2 3 1 5601079 "UNITED STATES OF AMERICA" 0 35787701 1 3 "C" "M" "H" 1
"2015-01-21 20:46:00" "CA" "SANTA ROSA" "38.447631" "-122.72720000000001" "3792.4498" 1729611250 0 0 262 "2015-03-03" "2015-03-09" 2 0 1 5648106 "BONAIRE, SINT EUSTATIUS AND SABA" 0 10153336 1 4 "VC" "H" "VH" 1
"2015-03-30 15:46:00" "TX" "DESOTO" "32.6179875" "-96.8241615" "1332.8066" 1951460539 0 0 324 "2015-06-06" "2015-06-07" 2 2 1 18667672 "UNITED STATES OF AMERICA" 0 35402433 0 3 "VC" "M" "H" 1
"2015-04-14 09:49:00" "WY" "LARAMIE" "41.309235" "-105.59358" "1616.4918" -476594918 0 0 262 "2015-08-06" "2015-08-07" 2 0 1 186021916 "CANADA" 0 27587054 0 2 "C" "L" "M" 4
"2015-05-19 07:10:00" "AL" "SCOTTSBORO" "34.661869" "-86.01822" "509.9392" 493436755 0 0 293 "2015-05-25" "2015-05-28" 2 0 1 5527237 "UNITED STATES OF AMERICA" 0 296917 1 5 "C" "H" "VH" 1
"2015-03-02 11:14:00" "BC" "SURREY" "49.1515735" "-122.7951275" "980.422" -483342827 1 1 510 "2015-04-16" "2015-04-20" 2 0 1 5526679 "UNITED STATES OF AMERICA" 0 6687691 1 4 "VF" "M" "H" 1
"2015-05-29 10:28:00" "HA" "HARARE" "NULL" "NULL" "NULL" -1288390049 0 0 293 "2015-07-18" "2015-07-20" 4 0 2 5526803 "UNITED STATES OF AMERICA" 0 445500 1 4 "F" "L" "VH" 3
"2015-05-25 20:23:00" "CA" "OXNARD" "34.18706" "-119.17745" "5968.6655" -1537810906 0 0 541 "2015-07-25" "2015-07-29" 4 0 2 187625670 "SWITZERLAND" 0 30434311 0 3 "VC" "H" "VH" 1
"2015-08-05 09:05:00" "HIL" "UXBRIDGE" "NULL" "NULL" "NULL" 347267445 0 0 541 "2015-08-07" "2015-08-09" 2 0 1 5580433 "UNITED KINGDOM" 0 52724210 1 4 "C" "M" "VH" 2
"2015-12-16 11:45:00" "MO" "OZARK" "37.022295" "-93.23049499999999" "854.888" 1511610065 0 0 355 "2015-12-18" "2015-12-20" 2 0 1 187752739 "CANADA" 0 28458154 1 4 "VC" "M" "VH" 1
"2015-05-26 13:37:00" "AL" "TUSCALOOSA" "33.172644" "-87.524657" "631.9835" -945092353 0 0 324 "2015-05-31" "2015-06-05" 2 3 1 5525377 "UNITED STATES OF AMERICA" 0 3839690 1 2 "C" "VL" "M" 1
"2015-12-12 00:22:00" "13" "MANAMA" "NULL" "NULL" "NULL" 1226832355 0 0 231 "2016-05-01" "2016-05-04" 2 1 1 190489140 "TURKEY" 0 116690261 0 4 "M" "L" "M" 1
"2015-10-16 16:38:00" "44" "ZHUHAI" "NULL" "NULL" "NULL" -1521121002 0 0 262 "2015-10-17" "2015-10-18" 1 0 1 5526276 "HONG KONG" 0 870665 1 5 "M" "H" "VH" 2
"2015-08-07 13:53:00" "CA" "COMPTON" "33.874063" "-118.233409" "98.8074" 1584804599 1 0 262 "2015-08-09" "2015-08-12" 2 0 1 5527547 "UNITED STATES OF AMERICA" 1 6278398 1 3 "C" "H" "L" 1
"2015-09-15 02:35:00" "CA" "PALMDALE" "34.584618" "-118.13855" "57.6159" -640313389 1 0 293 "2015-10-22" "2015-10-23" 4 0 1 186049258 "UNITED STATES OF AMERICA" 1 250882 1 2 "C" "L" "M" 1
"2015-05-20 00:50:00" "KU" "KUWAIT" "NULL" "NULL" "NULL" 1174915035 0 0 293 "2015-08-04" "2015-08-11" 3 2 1 187523804 "SPAIN & CANARY ISLANDS" 0 71764 1 4 "M" "H" "M" 1
"2015-04-28 17:37:00" "FL" "MIAMI" "25.77746" "-80.21789" "180.7217" 1432919271 1 0 293 "2015-07-03" "2015-07-05" 2 2 1 189963070 "UNITED STATES OF AMERICA" 0 37538829 1 3 "C" "M" "H" 1
"2015-08-30 12:10:00" "11" "SEOUL" "NULL" "NULL" "NULL" 1622797344 0 0 541 "2015-09-20" "2015-09-24" 1 0 1 5580836 "BRAZIL" 0 25075434 1 4 "M" "M" "VH" 1
"2015-09-27 15:13:00" "WA" "REDMOND" "47.650517" "-122.12176" "121.3544" -186424940 1 0 262 "2015-12-04" "2015-12-06" 2 0 1 188239253 "CANADA" 0 191332898 0 3 "VC" "M" "M" 1
"2015-01-14 03:31:00" "02" "JIDDAH" "NULL" "NULL" "NULL" -770052264 0 0 293 "2015-01-24" "2015-02-06" 2 0 1 33572 "UNITED ARAB EMIRATES" 0 119626364 0 0 "F" "VL" "M" 1
"2015-07-27 14:25:00" "FL" "JACKSONVILLE BEACH" "30.289792" "-81.392013" "834.6927" -2068915284 0 0 324 "2015-08-10" "2015-08-12" 2 2 1 5527206 "UNITED STATES OF AMERICA" 0 16523092 0 4 "M" "M" "H" 6
"2015-04-27 19:45:00" "ST" "KABELSKETAL" "51.437888" "12.042668" "837.9896" -145322389 0 1 510 "2015-09-03" "2015-09-06" 2 0 2 5579875 "SPAIN & CANARY ISLANDS" 0 58493403 0 2 "F" "L" "H" 2
"2015-04-22 19:09:00" "WI" "HUMBIRD" "NULL" "NULL" "NULL" -1269886795 1 0 293 "2015-04-25" "2015-04-26" 2 2 1 187860278 "UNITED STATES OF AMERICA" 0 176076961 1 5 "F" "VH" "VH" 1
"2015-09-05 12:42:00" "MO" "ROLLA" "37.94261" "-91.78986499999999" "0.329" -595702048 0 0 541 "2015-09-05" "2015-09-07" 2 0 1 187822551 "UNITED STATES OF AMERICA" 0 19343 1 2 "C" "L" "M" 1
"2015-07-01 20:42:00" "OR" "EUGENE" "44.05211" "-123.08964" "1644.4071" -1750165202 0 1 541 "2015-09-05" "2015-09-15" 2 0 1 5581115 "MEXICO" 0 24482218 0 4 "C" "M" "VH" 1
"2015-07-22 18:51:00" "ON" "TORONTO" "43.667179" "-79.390203" "6602.4652" -1817542281 0 0 293 "2016-04-20" "2016-04-21" 4 5 2 5576930 "JAPAN" 0 121309447 1 3 "F" "H" "M" 1
"2015-01-16 19:38:00" "MO" "INDEPENDENCE" "39.0478745" "-94.4156395" "2670.5105" -2064735311 0 1 231 "2015-11-30" "2015-12-07" 2 0 1 18659023 "ST. LUCIA" 0 16854854 0 3 "F" "M" "M" 2
"2015-02-02 17:20:00" "CO" "ELIZABETH" "NULL" "NULL" "NULL" -2124518986 0 1 510 "2015-02-21" "2015-02-25" 4 0 2 18690054 "MEXICO" 0 41791626 1 4 "M" "M" "VH" 2
"2015-12-19 12:44:00" "CA" "WALNUT CREEK" "37.9179895" "-122.0645575" "400.4294" 2071341750 0 0 448 "2015-12-20" "2015-12-21" 2 0 1 5526679 "UNITED STATES OF AMERICA" 0 271348641 1 4 "VC" "M" "H" 1
"2015-07-08 17:22:00" "NJ" "HILLSBOROUGH" "40.53924" "-74.61484" "1769.337" 1584311099 0 0 448 "2015-07-29" "2015-08-01" 2 0 1 75732 "UNITED STATES OF AMERICA" 0 44905886 1 2 "C" "H" "H" 1
"2015-11-06 23:40:00" "WA" "BELLEVUE" "47.61105" "-122.19067" "2661.6188" 1626487702 0 1 541 "2016-02-01" "2016-02-08" 2 0 1 5582386 "UNITED STATES OF AMERICA" 0 695112 1 4 "M" "M" "H" 1
"2015-07-09 16:59:00" "NULL" "HONG KONG" "NULL" "NULL" "NULL" 1336454098 0 0 541 "2015-07-09" "2015-07-10" 2 0 1 187750631 "UNITED STATES OF AMERICA" 0 812478 1 3 "VC" "M" "VH" 1
"2015-08-04 23:12:00" "CA" "SANTA CLARA" "37.35258" "-121.96956" "5913.9009" -171427370 0 0 541 "2015-08-22" "2015-08-24" 2 0 1 187569808 "FRANCE" 0 1962919 1 4 "VC" "M" "H" 22
"2015-07-03 15:12:00" "NY" "JAMAICA" "40.6678065" "-73.791989" "1636.294" -412391498 1 0 293 "2015-07-21" "2015-07-22" 2 0 1 5525997 "UNITED STATES OF AMERICA" 0 54921645 0 2 "M" "VL" "M" 1
"2015-01-17 09:57:00" "BC" "ALERT BAY" "NULL" "NULL" "NULL" 2057919241 0 0 293 "2015-01-31" "2015-02-02" 2 0 1 327390 "CANADA" 0 249582208 1 3 "C" "L" "VH" 3
"2015-03-27 16:03:00" "BY" "FRIEDBERG" "NULL" "NULL" "NULL" 139600258 0 0 293 "2015-11-23" "2015-11-25" 2 0 1 5576992 "ITALY" 0 128150651 1 0 "F" "M" "H" 1
"2015-02-06 20:12:00" "CA" "LOS ANGELES" "34.059768" "-118.312427" "227.5021" 1705154206 0 1 510 "2015-02-15" "2015-02-17" 1 0 1 5526679 "UNITED STATES OF AMERICA" 0 54869286 1 5 "C" "VH" "H" 3
"2015-03-10 11:46:00" "D" "DUBLIN" "NULL" "NULL" "NULL" -1761290624 0 1 510 "2015-03-10" "2015-03-14" 1 0 1 5526772 "UNITED KINGDOM" 0 28192236 0 3 "C" "L" "M" 2
"2015-02-24 10:30:00" "MA" "FRAMINGHAM" "42.297917" "-71.445723" "1689.8604" -1421917079 0 1 510 "2015-05-08" "2015-05-16" 2 0 1 5583409 "JAMAICA" 0 27750207 0 3 "M" "L" "VH" 1
"2015-06-04 20:53:00" "BC" "NORTH VANCOUVER" "49.3180915" "-123.096645" "5349.6844" -1672161297 0 0 541 "2015-07-01" "2015-07-04" 2 1 1 187434183 "SPAIN & CANARY ISLANDS" 0 32997484 0 3 "VF" "L" "M" 2
"2015-10-20 15:36:00" "CA" "MAXWELL" "NULL" "NULL" "NULL" -1771131980 0 0 541 "2015-12-07" "2015-12-12" 2 0 1 5581115 "MEXICO" 0 35364985 0 4 "C" "L" "VH" 1
"2015-10-22 13:47:00" "CA" "OJAI" "34.445648000000006" "-119.2518675" "127.3512" 739348876 0 0 541 "2015-12-30" "2015-12-31" 2 0 1 187725118 "UNITED STATES OF AMERICA" 0 3923824 0 3 "C" "L" "M" 1
"2015-03-02 23:15:00" "IL" "CHICAGO" "41.89042" "-87.62904" "1961.111" 868914158 1 1 231 "2015-03-19" "2015-03-24" 2 0 1 18659209 "DOMINICAN REPUBLIC" 0 46591945 1 4 "C" "M" "H" 1
"2015-07-25 19:29:00" "01" "SANTO DOMINGO" "NULL" "NULL" "NULL" 632722286 1 0 541 "2015-09-24" "2015-09-26" 2 0 1 18659209 "DOMINICAN REPUBLIC" 0 35400449 1 4 "VC" "L" "VH" 1
"2015-08-25 14:16:00" "WA" "EAST WENATCHEE" "47.41562" "-120.29368" "96.2589" -475205873 0 0 324 "2015-09-06" "2015-09-07" 2 0 1 5527640 "UNITED STATES OF AMERICA" 0 24673674 1 3 "C" "H" "H" 1
"2015-03-20 18:08:00" "MN" "BURNSVILLE" "44.746288" "-93.2896245" "1291.9389" 1300596549 1 1 324 "2015-03-20" "2015-03-24" 1 1 1 5526679 "UNITED STATES OF AMERICA" 0 1273603 1 4 "C" "M" "VH" 3
"2015-04-13 05:59:00" "MA" "CAMBRIDGE" "42.370643" "-71.11082999999999" "5029.3577" 1931051402 0 1 510 "2015-05-06" "2015-05-09" 2 0 1 186759747 "UNITED STATES OF AMERICA" 0 105213 1 5 "F" "VH" "VH" 1
"2015-02-02 16:08:00" "CA" "SAN DIEGO" "32.760625" "-117.168396" "258.365" -1977704108 0 1 510 "2015-02-05" "2015-02-07" 2 0 1 5526679 "UNITED STATES OF AMERICA" 0 626137 1 4 "M" "M" "VH" 1
"2015-08-19 07:52:00" "GA" "DULUTH" "33.953266" "-84.127854" "302.3777" -1145029321 1 0 293 "2015-08-20" "2015-08-23" 2 3 1 18652358 "UNITED STATES OF AMERICA" 0 34192751 0 4 "M" "H" "H" 1
"2015-03-20 14:00:00" "NJ" "TENAFLY" "40.92231" "-73.96443" "1562.4525" 96272350 0 1 293 "2015-08-22" "2015-09-01" 2 2 1 5579968 "MEXICO" 0 616341 0 4 "VC" "M" "VH" 1
"2015-07-14 16:56:00" "CA" "SUNNYVALE" "37.389234" "-122.0224" "1011.1187" 910881804 0 0 293 "2015-07-29" "2015-07-30" 2 0 1 187793535 "CANADA" 0 697716 1 4 "M" "VH" "VH" 1
"2015-06-21 20:24:00" "MS" "HATTIESBURG" "31.34756" "-89.34779" "1629.2491" -502095120 0 0 231 "2015-07-13" "2015-07-15" 1 0 1 5527547 "UNITED STATES OF AMERICA" 0 3736646 1 3 "VF" "M" "M" 1
"2015-10-18 23:03:00" "VA" "ARLINGTON" "38.8685255" "-77.07358500000001" "1217.0564" -107085239 0 1 541 "2015-11-05" "2015-11-07" 1 0 1 186009082 "UNITED STATES OF AMERICA" 0 4091 1 4 "C" "VH" "VH" 1
"2015-07-13 04:09:00" "MA" "BROCKTON" "42.089403" "-71.056121" "83.7369" 1691654700 0 0 231 "2015-07-17" "2015-07-18" 2 0 1 187777136 "UNITED STATES OF AMERICA" 0 32862820 0 2 "F" "M" "VH" 1
"2015-05-03 08:50:00" "02" "JIDDAH" "NULL" "NULL" "NULL" 536962419 0 1 510 "2015-05-22" "2015-05-24" 2 0 1 33572 "UNITED ARAB EMIRATES" 0 92478238 1 5 "VF" "M" "H" 1
"2015-08-09 16:14:00" "KY" "VANCEBURG" "NULL" "NULL" "NULL" 449870300 1 0 293 "2015-10-09" "2015-10-11" 2 0 1 5525780 "UNITED STATES OF AMERICA" 0 861675 1 2 "C" "L" "H" 1
"2015-05-18 19:47:00" "TX" "NORTH RICHLAND HILLS" "32.8349415" "-97.216913" "540.8422" 1166891061 0 0 293 "2015-06-06" "2015-06-08" 2 0 1 187824628 "UNITED STATES OF AMERICA" 1 414314 1 2 "M" "VL" "H" 1
"2015-09-13 16:29:00" "ON" "MARKHAM" "43.843822" "-79.364107" "3711.0532" 1496310970 1 0 293 "2015-10-12" "2015-10-15" 2 0 1 5525222 "NETHERLANDS" 0 131203128 0 4 "M" "H" "VH" 1
"2015-10-16 03:28:00" "SPE" "ST PETERSBURG" "NULL" "NULL" "NULL" -708085807 1 0 231 "2015-11-06" "2015-11-17" 2 0 1 5576992 "ITALY" 0 367958436 0 0 "M" "VL" "L" 2
"2015-02-07 09:20:00" "OH" "MOUNT GILEAD" "40.49405" "-82.72801" "1678.9441" -2075254295 0 1 262 "2015-06-12" "2015-06-19" 2 3 1 5527361 "UNITED STATES OF AMERICA" 0 88473 1 4 "C" "H" "M" 1
"2015-01-07 12:07:00" "FL" "FT LAUDERDALE" "26.176243" "-80.227383" "4108.4423" -2125995013 0 0 293 "2015-02-01" "2015-02-05" 1 0 1 5580836 "BRAZIL" 0 28571924 1 4 "M" "M" "H" 1
"2015-02-19 07:57:00" "ON" "PORT HOPE" "43.950845" "-78.291705" "4377.703" -1565162335 0 0 324 "2015-06-27" "2015-07-04" 2 0 1 5579937 "HUNGARY" 0 76490112 0 3 "F" "VL" "M" 1
"2015-03-01 16:59:00" "MI" "GRANDVILLE" "42.901325" "-85.77062000000001" "1850.5339" -1248121009 0 0 510 "2015-03-20" "2015-03-23" 2 0 1 24801890 "UNITED STATES OF AMERICA" 0 34064969 1 3 "M" "H" "H" 2
"2015-01-23 07:03:00" "IN" "SOUTH BEND" "41.70863" "-86.25052" "1083.5484" -1594275272 0 0 510 "2015-03-09" "2015-03-13" 2 0 1 187771897 "UNITED STATES OF AMERICA" 0 17108589 1 3 "F" "M" "VH" 1
"2015-03-13 15:25:00" "NY" "BROOKLYN" "40.678072" "-73.962318" "1555.0171" -522255316 0 1 231 "2015-06-03" "2015-06-09" 2 0 1 18659209 "DOMINICAN REPUBLIC" 0 253179510 0 4 "F" "M" "M" 1
"2015-07-22 09:34:00" "CA" "SANTA ANA" "33.710760500000006" "-117.853377" "197.3449" -1249777391 0 0 324 "2015-08-25" "2015-08-26" 2 1 1 5673650 "UNITED STATES OF AMERICA" 0 35872982 0 3 "M" "L" "M" 1
"2015-10-29 10:21:00" "ON" "NORTH YORK" "NULL" "NULL" "NULL" 530884950 0 1 541 "2015-12-10" "2015-12-14" 2 0 1 5526679 "UNITED STATES OF AMERICA" 0 493953 0 4 "C" "M" "VH" 1
"2015-03-07 14:28:00" "B" "BARCELONA" "NULL" "NULL" "NULL" -2052445998 0 0 324 "2015-04-01" "2015-04-02" 2 0 1 5526679 "UNITED STATES OF AMERICA" 0 1273634 0 4 "M" "L" "VH" 2
"2015-09-27 08:48:00" "BC" "VERNON" "50.271408" "-119.27378" "123.7463" -1302928839 1 0 262 "2015-09-30" "2015-10-01" 2 0 1 187807919 "CANADA" 1 117336797 0 3 "M" "M" "H" 1
"2015-12-02 17:51:00" "LMA" "LIMA" "NULL" "NULL" "NULL" -946988464 0 1 293 "2016-04-15" "2016-04-20" 2 0 1 187661072 "URUGUAY" 0 34450392 0 4 "VC" "M" "H" 1
"2015-02-14 17:41:00" "MI" "ST JOHNS" "NULL" "NULL" "NULL" -1770293835 0 0 231 "2015-02-15" "2015-02-16" 1 1 1 188864585 "UNITED STATES OF AMERICA" 0 68974 1 4 "C" "H" "VH" 1
