inc86,inc88,inc90,v86,v88,v90,v86_adj,v88_adj,v90_adj,recog86,recog88,recog90
1,1,1,0.710861900613346,0.666726033154996,0.534082365069645,0.710861900613346,0.666726033154996,0.534082365069645,0.4831753452601766,1.225938936372451,-0.5698234080058158
1,1,1,1.0,0.8081764450942759,1.0,0.75,0.8081764450942759,0.75,0.772911577374115,0.3758458180954141,0.9493557923855636
-1,-1,0,0.436459378933448,0.3965401218602221,0.44755850128499897,0.436459378933448,0.3965401218602221,0.44755850128499897,-0.8958959928722172,-0.8141473977426084,-0.6230234992436948
-1,-1,-1,0.257782177186173,0.428218069993649,0.527365883911707,0.257782177186173,0.428218069993649,0.527365883911707,-0.15582806758131157,0.3703731015259676,0.12254690245120083
1,1,-1,0.576894910289271,0.44367166366987104,0.44839785645088104,0.576894910289271,0.44367166366987104,0.44839785645088104,0.8882519277310469,0.0011639753855966254,-0.3305468558323541
-1,-1,0,0.28185272047993204,0.278767500881563,0.592139129677697,0.28185272047993204,0.278767500881563,0.592139129677697,-0.959380216212705,0.33595235157704656,0.6490204323923575
-1,0,-1,0.0,0.314209070681445,0.0,0.25,0.314209070681445,0.25,-2.118275230688254,-1.2268724218071592,-0.8345279707843573
1,1,1,0.664203899624027,0.6751664058469111,0.6670491248400849,0.664203899624027,0.6751664058469111,0.6670491248400849,1.5573726752667854,0.6081479966831205,0.09717281600287576
1,1,0,0.7621706664927609,0.7028239079321871,0.559856232343154,0.7621706664927609,0.7028239079321871,0.559856232343154,-0.35611292770370095,0.16503522824553934,0.2946113800000519
1,1,1,0.7044491881534269,0.664997231341217,1.0,0.7044491881534269,0.664997231341217,0.75,1.8772749948864784,1.0642224524375579,0.8329120215790097
1,1,1,0.587008955223881,0.52125806782092,0.514084413866102,0.587008955223881,0.52125806782092,0.514084413866102,0.4365567428202485,-0.3220098428946021,-1.00810154921987
-1,-1,-1,0.385111220495511,0.33738569398631996,0.353295702144468,0.385111220495511,0.33738569398631996,0.353295702144468,-1.8201989365306643,-0.7143559081940286,-1.069267642349478
-1,-1,-1,0.254315732843874,0.23797907895308,0.228657640535298,0.254315732843874,0.23797907895308,0.228657640535298,-0.7948745816128397,-0.647998319701692,-2.7335285905593936
1,1,1,0.7045725147786851,0.616186797572698,0.522505229481974,0.7045725147786851,0.616186797572698,0.522505229481974,0.6071418691917984,0.7312491004830128,0.7095536239429393
-1,-1,-1,0.209585660920525,0.253912882713256,0.23681005875726896,0.209585660920525,0.253912882713256,0.23681005875726896,-1.9795624117839763,-1.637166468511674,-1.0994286139113933
1,1,1,0.62787768221701,1.0,1.0,0.62787768221701,0.75,0.75,0.004442636789723466,0.2280111898840564,-0.10913959508006822
1,1,1,0.690235638379794,0.6750421865715981,0.580623881539703,0.690235638379794,0.6750421865715981,0.580623881539703,0.15011131555657833,0.08659593174274799,-0.22741872064008803
1,0,1,1.0,0.8594525469658679,0.824485373781148,0.75,0.8594525469658679,0.824485373781148,-0.16501802982513594,1.7687558293705323,0.4529387184806759
-1,-1,-1,0.31980565098760805,0.29519156712710803,0.334186599524409,0.31980565098760805,0.29519156712710803,0.334186599524409,0.21206100397170055,-0.5957511168295562,-2.0283674391356676
-1,-1,0,0.365143170368824,0.301439073065167,0.326742224794767,0.365143170368824,0.301439073065167,0.326742224794767,-0.6718362883030277,-1.3903260921548901,-0.7408801965955214
0,-1,-1,0.34641048696228305,0.305193107940472,0.404482801514012,0.34641048696228305,0.305193107940472,0.404482801514012,-1.928523936980143,-0.1284664463868151,-0.30348129417452085
1,1,1,0.725802552975978,0.6874099435536108,0.69329592795049,0.725802552975978,0.6874099435536108,0.69329592795049,0.6527708356188449,1.0196209962656566,-0.09845757912424451
0,1,1,0.547840916508911,0.507927348269544,0.618557294536602,0.547840916508911,0.507927348269544,0.618557294536602,0.47845656380919466,0.6553969344489537,0.18254144375295597
1,1,1,0.6651001401294531,0.616465656461533,0.606127312168068,0.6651001401294531,0.616465656461533,0.606127312168068,-0.1554787539606542,0.5813235308552508,0.029532400241387886
1,1,1,0.581806971846597,0.584786154981819,0.552755869752797,0.581806971846597,0.584786154981819,0.552755869752797,-0.6438525982115175,0.4983515941199518,-0.5507388740833379
-1,-1,-1,0.32093228763945697,0.282537752295539,0.342486651411137,0.32093228763945697,0.282537752295539,0.342486651411137,-0.45449055879175076,-0.814729622478716,-0.9262674840410967
-1,-1,-1,0.347260144831391,0.338205494305999,0.428385292528681,0.347260144831391,0.338205494305999,0.428385292528681,-1.0874789955826836,-2.568515918249935,-1.6956149393313211
0,1,1,0.6773957486351488,1.0,0.7701373196593081,0.6773957486351488,0.75,0.7701373196593081,0.45811922967685925,1.0268000578449694,0.14825074392086762
1,1,1,0.77365180989904,1.0,1.0,0.77365180989904,0.75,0.75,0.9604153103457995,0.4256387222273768,1.5677080370896082
1,1,1,1.0,1.0,0.7226365290484609,0.75,0.75,0.7226365290484609,0.01702828438466903,0.7226876520702088,0.1592756434259855
0,0,1,0.7377068248567858,1.0,0.725194301853341,0.7377068248567858,0.75,0.725194301853341,0.6493254441827323,0.4568437930148387,1.295575329386707
1,1,1,1.0,0.8149258957592741,0.80422865067839,0.75,0.8149258957592741,0.80422865067839,0.1373610498619023,0.28371699509422577,-0.5536748063674826
1,1,1,0.911394342180053,0.908614933537014,1.0,0.75,0.75,0.75,1.1310010419936407,0.417229279491695,1.2031904762667343
1,1,1,0.9386945867676542,0.9301254287359491,1.0,0.75,0.75,0.75,0.5666571888495331,0.35698901464312083,0.34897599128482765
1,1,1,0.848104956268222,0.747007102103068,0.8041286036303241,0.848104956268222,0.747007102103068,0.8041286036303241,1.7211149422658463,1.2721496655358076,2.0925541195785433
-1,-1,-1,0.30184563214790994,0.36700450594197204,0.37134951362597995,0.30184563214790994,0.36700450594197204,0.37134951362597995,-1.0450156440418974,-0.769781502778197,-1.0891118758105969
-1,-1,-1,0.41995396618208297,0.37451169604241297,0.38739103758841403,0.41995396618208297,0.37451169604241297,0.38739103758841403,-0.9585361592234322,-0.09234186885037002,-1.2685009580352526
0,0,1,0.5,0.5,1.0,0.5,0.5,0.75,-0.7978592380266025,-0.2187101486884255,1.1517493867565325
1,1,1,0.859171854247793,0.8436633689911259,0.838747616020343,0.859171854247793,0.8436633689911259,0.838747616020343,0.3235709943595055,0.923783139161363,0.03056895694895372
1,1,1,0.94589934965737,0.9290348792829621,0.9696784229719742,0.75,0.75,0.75,1.0159272471993166,0.8960981805353253,1.2471276959770428
0,0,1,0.5,0.673210484067986,0.72755314581909,0.5,0.673210484067986,0.72755314581909,-0.3105945068464378,1.7282146485379082,1.5569593757335622
-1,-1,1,0.45271832936505196,0.514519375943634,0.697948683115692,0.45271832936505196,0.514519375943634,0.697948683115692,-1.4132230902104679,-0.1871372224685529,1.6142945188299689
-1,-1,-1,0.21730862133748396,0.23917627960371599,0.254697971550965,0.21730862133748396,0.23917627960371599,0.254697971550965,-1.444101278928736,-0.22792137651674374,-0.047357678144839335
-1,-1,-1,0.28110697504119103,0.27355834370073395,0.279440726180685,0.28110697504119103,0.27355834370073395,0.279440726180685,-1.4462992760430238,-1.2577789566304574,-1.4992668094672095
1,0,1,1.0,0.617459493056561,0.640653774064339,0.75,0.617459493056561,0.640653774064339,1.5514141880296908,0.23331417197422424,0.507109642345108
-1,-1,-1,0.29562789021680397,0.27617160953899605,0.318596558295901,0.29562789021680397,0.27617160953899605,0.318596558295901,-0.4010564543891367,-1.5680486382840184,-0.727170138187394
-1,-1,-1,0.24524913093858602,0.0,0.0,0.24524913093858602,0.25,0.25,-1.2267277153416842,-0.6126908661685776,-1.4002738965608688
-1,-1,-1,0.0,0.249587694985913,0.0,0.25,0.249587694985913,0.25,-0.638209633421674,-1.560481320260721,-0.9042166402549245
-1,0,-1,0.497170340101615,0.42104531425234704,0.35513145241029903,0.497170340101615,0.42104531425234704,0.35513145241029903,0.5342123542679366,0.7073105624624084,-0.8560142313884587
1,1,1,0.6830615102451341,1.0,0.6482451024573871,0.6830615102451341,0.75,0.6482451024573871,-0.8003982113525917,0.9432886889337172,0.5270254011415438
-1,-1,-1,0.255373493256061,0.278720268043144,0.28106341778279803,0.255373493256061,0.278720268043144,0.28106341778279803,-1.261014064879008,-1.9005199499911416,0.8808544568239118
-1,1,1,0.50991602959237,0.590206446273392,0.5902411202931789,0.50991602959237,0.590206446273392,0.5902411202931789,0.6620196025633596,-0.57007238424957,0.04144626923273427
-1,0,-1,0.4221211629040121,0.466136325497648,0.43448124588725606,0.4221211629040121,0.466136325497648,0.43448124588725606,-0.31910924023456416,-0.9902012902682973,-0.5644982456632195
1,1,1,1.0,0.7272327392395159,0.63644572705269,0.75,0.7272327392395159,0.63644572705269,0.23558201850735283,0.8775345247328803,0.8117768517891533
1,1,1,0.8508835463345871,1.0,0.823632695031333,0.8508835463345871,0.75,0.823632695031333,0.6984736967164655,0.20902810930736815,2.036815158202544
0,0,-1,0.3985737702621289,0.0,0.29407003426272305,0.3985737702621289,0.25,0.29407003426272305,0.08378374802402097,-1.2866702779217707,-0.5602740665387579
1,1,1,0.747439318846105,0.76315209295397,0.7942687768414449,0.747439318846105,0.76315209295397,0.7942687768414449,1.644105379714202,1.1100608941263148,0.6539361698744237
1,1,1,1.0,0.9371336183886071,0.920955774960565,0.75,0.75,0.75,0.06860800354247949,0.452208411761714,0.06894884772243566
1,1,1,0.617798586795189,0.632124159086989,0.600150858760155,0.617798586795189,0.632124159086989,0.600150858760155,0.4932871715884419,1.1113095391420131,0.6348475775164736
1,1,1,0.609583999773528,0.7030089037252819,0.5590007768718461,0.609583999773528,0.7030089037252819,0.5590007768718461,-0.6981465093229166,-0.7029178653774385,0.08100684892148799
-1,-1,-1,0.34259724859465196,0.21791846532559303,0.40254109185800396,0.34259724859465196,0.21791846532559303,0.40254109185800396,-0.566127433284079,-1.4229735433220025,-1.0175992277842374
1,1,1,0.6911408450704231,0.636125464751362,0.5701257596542181,0.6911408450704231,0.636125464751362,0.5701257596542181,1.4445233399951514,1.62603561774946,0.5460839570878319
0,-1,-1,0.38712675664394,0.321845050014839,0.347138628515047,0.38712675664394,0.321845050014839,0.347138628515047,-0.45400086384873584,-0.42169921866452587,-0.517728491944868
1,1,1,0.5503408696991869,0.5777836889824661,0.566332478433201,0.5503408696991869,0.5777836889824661,0.566332478433201,0.4111830875501624,0.5178290782386268,-0.9074313866164857
-1,0,-1,0.0,0.5,0.0,0.25,0.5,0.25,-0.8656385339193188,-0.6120959684424375,-0.9250698600974565
-1,-1,-1,0.253369509792195,0.26756763821722696,0.0,0.253369509792195,0.26756763821722696,0.25,-2.359599554456144,-0.34039665257616697,-0.7165459541626384
1,1,1,0.706105911175325,1.0,1.0,0.706105911175325,0.75,0.75,2.427964071080394,0.3320254834007033,-0.8062638099306686
1,1,1,0.6742115053584319,1.0,0.617370478908587,0.6742115053584319,0.75,0.617370478908587,-0.3062828627989763,0.3585520034931034,-0.26146622697306765
-1,-1,-1,0.4148080566241679,0.334291275725565,0.39696655536406705,0.4148080566241679,0.334291275725565,0.39696655536406705,-0.7129129087400629,-1.2870538398251146,0.04418418672728764
1,1,1,1.0,0.786393251890634,0.717967687939852,0.75,0.786393251890634,0.717967687939852,1.0460842483835604,0.4638904803168393,-0.26611122531410314
-1,-1,-1,0.432257721868575,0.42523565386558293,0.3942595223332371,0.432257721868575,0.42523565386558293,0.3942595223332371,-0.4818380014587155,-0.8041119626868948,-1.118074224951686
-1,-1,-1,0.254462469393341,0.26021403142945104,0.33874618563868797,0.254462469393341,0.26021403142945104,0.33874618563868797,-0.791849153004724,-0.7792873138430365,-1.2476397433304312
-1,0,-1,0.263565721950082,0.5,0.0,0.263565721950082,0.5,0.25,-0.019792186789419842,0.36720284382885393,-1.770222235129564
1,1,1,0.630044517565083,0.628382874634578,0.48554122117699294,0.630044517565083,0.628382874634578,0.48554122117699294,-1.0600524445719184,-0.04824081366961255,-0.006712674041023199
-1,-1,-1,0.271150512099535,0.22751859723698198,0.0,0.271150512099535,0.22751859723698198,0.25,-0.9107511660269497,-1.2675583579857612,-1.234598122243513
1,1,1,1.0,1.0,0.655936835712117,0.75,0.75,0.655936835712117,1.3773737745503365,0.25586795517959393,1.3452464021802277
-1,-1,-1,0.191486266294227,0.212569398178992,0.0,0.191486266294227,0.212569398178992,0.25,-0.6091476022537303,-0.3697301277046299,-1.022656707553754
1,1,1,1.0,0.724058028826694,0.632648283878467,0.75,0.724058028826694,0.632648283878467,1.2513007666902434,0.29649673306880975,1.3642430999836879
-1,-1,-1,0.44521502753188796,0.375484321299489,0.40610235921430393,0.44521502753188796,0.375484321299489,0.40610235921430393,-0.7692880366464018,-0.9424423290110227,-0.430142908994223
1,1,1,0.9639852538047071,0.9604805767857769,0.937656833770144,0.75,0.75,0.75,0.24359543707756115,0.7822211628054138,0.46977105037903555
1,1,1,0.838291799319354,0.827449173185227,0.7821531263706809,0.838291799319354,0.827449173185227,0.7821531263706809,1.4313781605216522,-0.011566243837912032,1.0762268505607961
1,1,1,0.6617663129069791,0.622307953196541,0.7092695637663579,0.6617663129069791,0.622307953196541,0.7092695637663579,0.42703729070692176,1.150190073306706,0.7025032382966423
0,-1,1,0.484492882115793,0.502861864756921,0.592042773539235,0.484492882115793,0.502861864756921,0.592042773539235,-1.0665186159336502,0.10821584081748126,0.21887948825306572
1,1,1,0.703610798266271,0.612770555682897,0.681832879116818,0.703610798266271,0.612770555682897,0.681832879116818,0.5517894695451668,-1.1476322911052925,0.3993342768836798
-1,-1,-1,0.246153846153846,0.263191006055833,0.333102756545499,0.246153846153846,0.263191006055833,0.333102756545499,-0.906832366781239,-0.5836986966477316,-0.9597552238591017
1,1,1,0.811699577877942,1.0,0.7992508989212941,0.811699577877942,0.75,0.7992508989212941,-0.06570984851977071,-0.241757378577033,2.0645081425174507
1,1,1,0.7873470395986929,0.756585924276795,1.0,0.7873470395986929,0.756585924276795,0.75,0.20806290889623838,1.188821536073143,1.2547438410247762
1,1,1,0.716383552331734,0.6672818635050469,0.7121352922087499,0.716383552331734,0.6672818635050469,0.7121352922087499,0.9407018064316528,1.0301160169484218,0.6931011213532867
-1,-1,-1,0.248798489529694,0.275195925123225,0.312415761515896,0.248798489529694,0.275195925123225,0.312415761515896,-1.2750551199112459,-0.9680147086551836,-1.2402970409909695
1,1,1,0.7069545505614259,0.645082793940522,0.545703483269879,0.7069545505614259,0.645082793940522,0.545703483269879,1.1295171564104038,0.5101775968113272,0.10932139793331314
-1,-1,-1,0.222866119741665,0.24818064001595103,0.0,0.222866119741665,0.24818064001595103,0.25,-0.5251271866589912,-1.017819074422991,-0.26635562019034126
-1,-1,-1,0.266076207555048,0.300805121738287,0.341956190141364,0.266076207555048,0.300805121738287,0.341956190141364,-0.949333633814975,-1.2505617732557266,-1.2847050658412653
0,-1,-1,0.47630114987701705,0.262921492215087,0.330954011013544,0.47630114987701705,0.262921492215087,0.330954011013544,-0.10041142529068733,-1.342783646481986,-1.5194857279976874
-1,-1,-1,0.0,0.28275964406875104,0.0,0.25,0.28275964406875104,0.25,-1.5458843199915946,-0.9985572067229475,-1.4546644578533663
-1,-1,0,0.331396644830983,0.360719337038586,0.545857813177714,0.331396644830983,0.360719337038586,0.545857813177714,-1.4411435960172967,-1.1623894325434627,-0.5378790405381886
1,1,1,0.5564695231954571,0.6486818204133729,0.66515034996937,0.5564695231954571,0.6486818204133729,0.66515034996937,-0.14333823351259486,0.5719772331167463,0.868509929582412
-1,-1,-1,0.37394698584032,0.45293254501221203,0.0,0.37394698584032,0.45293254501221203,0.25,-1.0603578472019786,-1.5857165772376083,-0.28388435886536895
1,1,1,0.664142123604976,0.642379272006574,0.671771654935804,0.664142123604976,0.642379272006574,0.671771654935804,0.10506678484574829,1.8151381171380985,0.49500302618063086
1,1,1,0.6809687538674289,0.6887272955929651,0.661999419986059,0.6809687538674289,0.6887272955929651,0.661999419986059,0.503048260279546,0.6998550402571575,0.9014040368400883
1,1,1,0.5036129991341061,0.525968959502239,0.660446596419182,0.5036129991341061,0.525968959502239,0.660446596419182,0.765324779838618,1.1502235313276188,1.1397772223858962
1,1,1,0.532326340021165,0.6487754475131949,1.0,0.532326340021165,0.6487754475131949,0.75,-0.6746147278701584,0.47853146983638295,-0.9341005930716345
1,1,1,0.7410502819949221,0.770943583509455,0.6603430104436141,0.7410502819949221,0.770943583509455,0.6603430104436141,1.9029582797089857,0.21782616138036104,2.4217873541200836
1,1,1,0.622950221622312,0.5320097742547589,0.593713287823464,0.622950221622312,0.5320097742547589,0.593713287823464,-0.018241198814235447,0.030726354578834998,1.3168589305871028
-1,-1,-1,0.49984530415835604,0.45711645187940797,0.508915796307619,0.49984530415835604,0.45711645187940797,0.508915796307619,-0.8294726478148174,-0.6422416382423112,0.40588345279684823
-1,-1,-1,0.301496817514164,0.378535540190309,0.6066547794970749,0.301496817514164,0.378535540190309,0.6066547794970749,-0.8408642112759677,-0.7324213006249068,-1.0439607116228042
0,1,1,0.516844873591461,0.563170108961595,0.531422451232016,0.516844873591461,0.563170108961595,0.531422451232016,0.12982160090015377,0.23149347429776995,0.0774758457559078
-1,-1,-1,0.311017846956238,0.271134791336984,0.365265349275726,0.311017846956238,0.271134791336984,0.365265349275726,-0.2949072523334969,-0.6219998383708837,-0.7804440916597607
-1,-1,-1,0.321229953440248,0.382072346627799,0.42411242411242406,0.321229953440248,0.382072346627799,0.42411242411242406,-0.039726625146063364,-0.7197814468608492,-0.9954280852211784
-1,1,1,0.5326495146018939,0.618145323514492,0.5472180113413061,0.5326495146018939,0.618145323514492,0.5472180113413061,-0.6651555698253074,1.040967060729872,0.05858203438761397
1,1,1,0.722141043453265,0.7071860631597149,0.6899282006531879,0.722141043453265,0.7071860631597149,0.6899282006531879,1.3989194870313673,1.1803442912534048,-0.07477572348503911
1,1,1,0.583783646219493,0.6054431885782271,0.664316978096178,0.583783646219493,0.6054431885782271,0.664316978096178,-0.7145155225803683,0.5647879407740951,0.9414951000323539
1,1,1,0.9006150084993411,0.9208886070659108,0.9129677773272591,0.75,0.75,0.75,1.3272863546545224,1.158918897131512,0.23389564465094048
-1,-1,-1,0.409613344117058,0.450128228613299,0.34110134578412504,0.409613344117058,0.450128228613299,0.34110134578412504,-0.5780490742984383,-0.11641238572110885,-0.3584913906135237
1,1,1,0.6036902406478629,0.573421124996181,0.5785522148009239,0.6036902406478629,0.573421124996181,0.5785522148009239,0.7171466484233011,1.8405711675161633,-1.1373042509639657
0,-1,-1,0.37179223795274896,0.29152963609679805,0.422310908689327,0.37179223795274896,0.29152963609679805,0.422310908689327,-0.8873654713641298,-0.8351277591987452,-0.13838853316343894
-1,-1,-1,0.287622622799872,0.274009858915519,0.245823332019728,0.287622622799872,0.274009858915519,0.245823332019728,-0.70848935571803,-2.647252793063047,-1.210710149669261
1,1,1,0.5667271764616899,0.597942080729941,1.0,0.5667271764616899,0.597942080729941,0.75,-0.14035552561268672,0.6854064859150207,0.9122907486418799
1,1,1,0.802907839109088,0.762151154858693,0.6838020383747521,0.802907839109088,0.762151154858693,0.6838020383747521,1.494079169089644,0.5831302887438492,0.8346910550103617
1,1,1,0.7263629652277009,0.7207868149758629,0.686054577489214,0.7263629652277009,0.7207868149758629,0.686054577489214,0.31333386177127526,1.1738801766095406,0.8971117086643129
-1,-1,-1,0.3557944922079129,0.30217017489083897,0.45244095843424603,0.3557944922079129,0.30217017489083897,0.45244095843424603,-0.08431430178820189,-1.5341160909724183,0.5144581929521409
-1,-1,0,0.48848229650101704,0.26628020995558604,0.337517812758906,0.48848229650101704,0.26628020995558604,0.337517812758906,-0.33997724489589926,-0.46534449998551475,-0.7110102184505739
-1,-1,-1,0.36737936513419206,0.401306055813479,0.3872558549451121,0.36737936513419206,0.401306055813479,0.3872558549451121,-0.4623017189334568,-0.3129951968488969,-1.6390191787625779
1,1,1,0.663534844986183,0.540957696886035,0.6577257601221279,0.663534844986183,0.540957696886035,0.6577257601221279,0.8285818470437674,0.695730286743195,0.6032953825851805
1,1,0,0.860463807272318,0.883166440897058,0.8290870812229209,0.860463807272318,0.883166440897058,0.8290870812229209,0.5668943668007935,-0.09154975284954749,0.4470561540933208
1,1,1,0.7318383944070579,0.6328574182647061,0.659686567791269,0.7318383944070579,0.6328574182647061,0.659686567791269,1.1580692205282959,-1.0022979809579793,-0.7014015735011029
1,1,1,0.7565904414333969,0.647416733205826,0.6258717701258261,0.7565904414333969,0.647416733205826,0.6258717701258261,0.5666669076615157,1.3091321283982758,0.8647470250627055
1,1,1,0.7782209293424169,1.0,0.676049273886512,0.7782209293424169,0.75,0.676049273886512,2.052165029115736,1.198706409387872,1.2140971149139916
1,1,1,0.772798175263042,0.710540668100058,0.696912437171687,0.772798175263042,0.710540668100058,0.696912437171687,1.0306143872983813,1.5898068893982995,0.7636987720073799
-1,-1,-1,0.26228365819502397,0.227638198892671,0.33637468948819305,0.26228365819502397,0.227638198892671,0.33637468948819305,-0.9863684404846046,-1.5382852436461805,-1.8051052875366087
1,1,0,0.617266010356331,0.5646387102965171,0.510864669434063,0.617266010356331,0.5646387102965171,0.510864669434063,0.8747682486788839,-0.4252722091274489,0.8383616992933246
-1,-1,-1,0.292561393585574,0.27685210978333197,0.35582209205643994,0.292561393585574,0.27685210978333197,0.35582209205643994,-1.3297181693292395,-0.6774655173949523,-0.6241036845069451
1,1,1,0.736533361302986,0.7689053554114741,1.0,0.736533361302986,0.7689053554114741,0.75,0.08977656552615823,1.464822581350852,1.1429765726626409
-1,-1,-1,0.18525948293458896,0.0,0.382902520728897,0.18525948293458896,0.25,0.382902520728897,-0.1870600512113128,-2.408350522600801,-1.1504820566713867
-1,0,-1,0.349719530851606,0.3933375789937779,0.268453653385531,0.349719530851606,0.3933375789937779,0.268453653385531,-1.5085468739315793,-0.2942289680306834,0.3745201005784531
-1,-1,-1,0.28385485054777804,0.256919021818714,0.288000728885109,0.28385485054777804,0.256919021818714,0.288000728885109,-1.3824695844271195,-0.5730160331630957,-1.4613836837092906
-1,-1,0,0.0,0.261231996684281,0.37929469809294997,0.25,0.261231996684281,0.37929469809294997,-0.9633999727026634,-0.7870892808129969,-0.9755604873319458
0,-1,0,0.31931291905716497,0.24149807132173498,0.388800225022777,0.31931291905716497,0.24149807132173498,0.388800225022777,-0.8406029415174431,0.13249467739181012,-0.3374335487883127
1,1,1,0.775161605118535,0.8132393930009291,0.7769158656385341,0.775161605118535,0.8132393930009291,0.7769158656385341,0.21962683142807332,0.5932133911111197,0.3175952588257779
-1,-1,-1,0.29559640646730395,0.283662235872481,0.36773327766677605,0.29559640646730395,0.283662235872481,0.36773327766677605,-0.5805675562973175,-0.9527436829048156,-0.6794449566005628
1,1,1,0.744505416394188,0.614919951832915,0.6572301007075961,0.744505416394188,0.614919951832915,0.6572301007075961,-0.4786866175772242,1.1143708284514058,0.7105077863617817
-1,-1,-1,0.26599307734448896,0.210193716342105,0.280142763364758,0.26599307734448896,0.210193716342105,0.280142763364758,-1.3170727246415364,-1.4722915545325264,-0.39279800186275615
1,1,1,0.628168774456984,0.6980714092920689,0.6052955505454921,0.628168774456984,0.6980714092920689,0.6052955505454921,0.35572863388248777,0.13042613775888487,0.668286342868465
0,1,1,0.537245918564884,0.7473445488618059,0.595582194906745,0.537245918564884,0.7473445488618059,0.595582194906745,-0.0049634696509051265,1.63301418614512,0.5094877698211938
-1,-1,-1,0.363204013160038,0.251870908581472,0.408378586202991,0.363204013160038,0.251870908581472,0.408378586202991,-2.092755595826204,-1.5585917755247758,0.028655731947376112
-1,-1,-1,0.236617262423714,0.21444257592244503,0.410901272048155,0.236617262423714,0.21444257592244503,0.410901272048155,-2.5660305382581274,-1.5519886519884536,-0.04293448550805494
1,1,1,0.7225540851148291,0.7722601031099291,0.777143157182362,0.7225540851148291,0.7722601031099291,0.777143157182362,0.9644847095203876,0.7621763585654493,1.1338212126964053
1,1,1,1.0,0.766354666828745,0.7427938870268441,0.75,0.766354666828745,0.7427938870268441,0.7755520715217431,1.1626214716430203,1.295950216046435
1,1,1,0.5478026624551261,0.70489967452941,0.6477010318318671,0.5478026624551261,0.70489967452941,0.6477010318318671,0.04989482357031092,0.013334751402384645,-0.5956143181359376
1,1,1,0.848635008029365,0.825823628411733,0.733476823634328,0.848635008029365,0.825823628411733,0.733476823634328,0.06101652911232477,1.0709576443726339,-0.0829606514350903
1,1,1,0.8155170161343,0.8567832232435679,0.7995574262635021,0.8155170161343,0.8567832232435679,0.7995574262635021,1.0666205014303451,0.435606862362714,2.2415442954594456
1,1,1,0.7549775185924441,0.7616394135618622,1.0,0.7549775185924441,0.7616394135618622,0.75,1.2715286195252449,1.77058667652289,1.0529127116063317
1,1,1,0.5566523493427049,0.585040817429853,0.46764857710852603,0.5566523493427049,0.585040817429853,0.46764857710852603,-0.5123800356709014,-0.23351915309446433,-0.8576229410816196
-1,-1,-1,0.358914995271374,0.316492223842255,0.389941775649053,0.358914995271374,0.316492223842255,0.389941775649053,-0.9347221473832249,-0.67435888913947,-0.9833953279726998
